@RELATION results
@ATTRIBUTE symbol {accident,bomb,car,casualty,electricity,fire,firebrigade,flood,gas,injury,paramedics,person,police,roadblock}
@ATTRIBUTE size {small,medium,large}
@ATTRIBUTE mean_gray NUMERIC
@ATTRIBUTE center_of_mass_X NUMERIC
@ATTRIBUTE center_of_mass_Y NUMERIC
@DATA
bomb,large,250.772609,120.918861,147.262746
bomb,large,250.352812,140.946003,147.230337
bomb,small,254.517670,109.884793,119.512289
bomb,small,254.244982,114.818555,131.605911
bomb,small,254.341985,123.885595,122.980499
bomb,small,254.331508,123.991729,128.999173
bomb,small,254.078622,122.945946,114.855856
bomb,medium,252.841586,125.925037,146.864818
bomb,medium,252.892633,121.599230,139.033761
bomb,medium,253.610858,118.751483,147.822064
bomb,medium,253.171076,142.012007,131.671365
bomb,medium,253.564687,130.295522,79.796517
bomb,small,254.117617,118.665730,115.104869
bomb,small,254.261545,123.065110,125.266454
bomb,small,254.557023,114.107647,121.190052
bomb,small,254.117012,112.541579,120.299092
bomb,small,254.475309,110.997974,122.349544
bomb,large,250.462815,132.030458,129.750927
bomb,large,252.798475,141.658889,141.111314
bomb,large,252.470475,118.907692,124.321765
bomb,large,252.766053,116.161049,148.450562
bomb,large,252.039645,93.588998,154.384067
bomb,medium,253.296431,108.733673,120.286684
bomb,medium,253.500907,128.976852,103.353663
bomb,medium,253.423811,111.383819,128.195146
bomb,medium,253.079768,134.319789,82.607976
bomb,medium,252.323048,96.706218,116.823027
bomb,medium,253.472901,117.705548,130.984709
bomb,medium,253.339911,112.345924,125.397317
bomb,medium,253.263984,104.986072,137.075673
bomb,medium,253.535147,113.189693,112.528509
bomb,medium,252.616217,110.321204,117.248711
bomb,medium,253.385646,115.899157,123.844884
bomb,medium,252.732815,135.317317,121.219521
bomb,medium,252.547122,139.237832,123.232456
bomb,medium,252.198649,98.679597,134.667427
bomb,medium,252.959629,124.181018,108.649059
bomb,medium,248.939279,106.848083,161.030074
bomb,medium,249.453356,93.919471,142.782747
bomb,medium,249.211192,97.006601,149.805669
bomb,medium,250.516812,106.585644,140.551447
bomb,medium,248.742252,86.352355,139.669552
bomb,large,248.554617,90.912233,52.102132
bomb,large,247.804847,109.373711,100.661798
bomb,large,247.185346,127.723005,88.164319
bomb,large,246.242640,101.087134,172.426740
bomb,large,246.600655,101.629395,93.420769
bomb,medium,251.339958,104.231411,137.733090
bomb,medium,250.432605,68.208525,143.819892
bomb,medium,250.896768,104.112680,54.223301
bomb,medium,250.403339,115.417829,91.258945
bomb,medium,250.237167,105.628084,126.290621
bomb,small,252.782977,99.132156,106.113510
bomb,small,253.319338,117.070209,120.739452
bomb,small,253.650794,116.191294,127.351470
bomb,small,253.054868,116.963024,96.534768
bomb,small,253.055462,109.383995,136.930623
bomb,medium,250.212165,94.880632,126.255605
bomb,medium,251.972273,130.252627,84.229929
bomb,medium,251.051913,96.898455,153.799053
bomb,medium,249.697405,108.173672,159.667661
bomb,medium,250.107116,122.151865,74.695886
bomb,small,253.315016,81.663620,132.849642
bomb,small,253.549002,132.950000,90.189474
bomb,small,253.481836,103.393797,133.784694
bomb,small,252.729128,104.606645,130.295734
bomb,small,252.320171,102.647162,138.530376
bomb,large,254.099859,93.644033,163.386831
bomb,large,253.585054,111.939688,124.567520
bomb,large,252.758726,111.778243,133.082391
bomb,large,252.858155,121.399853,159.690878
bomb,large,252.793273,103.628104,189.408414
bomb,medium,251.118137,96.865450,119.764872
bomb,medium,249.731405,93.358068,114.743424
bomb,medium,248.806604,97.306058,144.252001
bomb,medium,247.603132,114.939895,132.211020
bomb,medium,249.150342,111.146938,120.989818
bomb,medium,254.103036,106.412455,113.660541
bomb,medium,252.474741,88.456472,169.502577
bomb,medium,251.165189,117.472025,162.809308
bomb,medium,250.819672,114.581481,110.993519
bomb,medium,251.514972,81.676504,167.592887
bomb,medium,250.297364,107.423247,132.842681
bomb,medium,250.623453,111.833936,121.582101
bomb,medium,250.350452,102.712738,137.239076
bomb,medium,250.802887,90.624737,124.933796
bomb,medium,250.433077,75.829293,158.931650
bomb,medium,252.038328,92.054371,145.152447
bomb,medium,251.252268,79.732116,121.204057
bomb,medium,251.473386,103.860282,117.323387
bomb,medium,250.429831,99.449686,145.124162
bomb,medium,250.617537,114.318353,113.648277
bomb,medium,251.350718,123.130863,150.851345
bomb,medium,251.697712,113.056769,145.930374
bomb,medium,252.481524,113.142588,145.333505
bomb,medium,252.129128,120.551157,152.750550
bomb,medium,251.672014,120.420759,157.649439
bomb,medium,252.749054,106.039780,153.407896
bomb,medium,253.093259,118.731219,164.061474
bomb,medium,253.342431,110.653687,146.407070
bomb,medium,253.451468,120.833881,161.642100
bomb,medium,253.556588,96.727751,164.789363
bomb,medium,252.994802,119.163717,136.699115
bomb,medium,253.243920,128.898941,136.892956
bomb,medium,252.376631,131.490501,98.661485
bomb,medium,252.258337,106.412894,147.657888
bomb,medium,252.329709,117.467767,142.992925
bomb,small,253.360156,99.187481,151.602249
bomb,small,254.376391,122.537931,138.439847
bomb,small,254.505414,105.190067,152.113658
bomb,small,254.279107,108.206226,141.988327
bomb,small,254.477468,116.524173,159.403732
bomb,medium,252.166431,106.806699,163.590059
bomb,medium,251.599200,106.149281,162.226522
bomb,medium,251.847551,105.744108,159.875631
bomb,medium,251.766644,110.593961,151.193320
bomb,medium,251.886399,111.771537,155.847966
bomb,medium,252.267322,111.800469,129.436284
bomb,medium,251.019284,124.619490,145.367363
bomb,medium,251.955495,121.014907,146.590930
bomb,medium,251.602294,107.551802,143.631670
bomb,medium,250.615310,96.871934,163.717129
bomb,large,247.914534,127.604017,147.867846
bomb,large,249.337712,124.407153,158.064905
bomb,large,248.690801,124.668225,156.359549
bomb,large,248.618602,115.626643,161.820100
bomb,large,248.068775,118.665250,96.493626
bomb,large,249.778786,105.913610,141.012062
bomb,large,248.759844,118.792777,145.374173
bomb,large,250.240990,118.026338,113.021807
bomb,large,250.096981,113.700290,147.571900
bomb,large,249.913529,110.522891,105.699074
bomb,small,254.176704,105.564539,159.287943
bomb,small,253.894708,118.014714,152.026975
bomb,small,254.252909,107.744420,138.742981
bomb,small,253.942051,106.374063,151.752930
bomb,small,254.089379,111.473406,153.067629
bomb,medium,253.054311,110.357217,147.951420
bomb,medium,252.957144,115.375090,152.480202
bomb,medium,253.179642,119.830619,143.417481
bomb,medium,252.880133,135.213665,128.603870
bomb,medium,252.836723,88.091973,164.929208
bomb,medium,252.725509,118.664613,142.730322
bomb,medium,253.030755,112.120347,126.082920
bomb,medium,252.378702,107.086160,133.924028
bomb,medium,252.561393,109.118198,135.936710
bomb,medium,252.487620,111.898912,141.412668
bomb,medium,253.693626,96.927766,130.597193
bomb,medium,253.587868,108.585307,122.408015
bomb,medium,252.944419,110.860668,126.601332
bomb,medium,253.068279,81.087140,122.641568
bomb,medium,252.415570,110.443379,44.441096
bomb,small,252.845444,81.353249,110.740042
bomb,small,253.651413,83.034819,74.284587
bomb,small,253.790174,122.154118,79.379216
bomb,small,254.045558,68.759902,109.493601
bomb,small,253.430352,90.533278,105.369256
bomb,medium,251.864754,90.446553,129.181089
bomb,medium,251.241146,97.890973,142.689419
bomb,medium,251.700706,74.349706,141.887934
bomb,medium,251.624843,102.433061,116.495782
bomb,medium,251.305479,90.697137,98.817181
bomb,small,253.984744,105.530988,119.226549
bomb,small,254.384993,93.212812,126.704669
bomb,small,254.058136,83.443975,109.748767
bomb,small,254.160494,99.292434,106.096115
bomb,small,253.868903,93.581745,82.116118
bomb,large,250.324858,118.817384,107.698637
bomb,large,249.917187,113.075537,141.340752
bomb,large,249.856304,118.560186,133.918020
bomb,large,249.301316,126.139093,125.571980
bomb,large,249.101001,95.194139,135.124277
bomb,medium,252.696554,108.283999,150.001298
bomb,medium,251.881887,102.416345,145.629344
bomb,medium,251.749110,108.619297,130.434012
bomb,medium,251.478159,70.677698,129.489045
bomb,medium,251.126353,73.609061,142.292894
bomb,medium,253.408916,103.404801,106.393212
bomb,medium,252.935641,130.749912,108.265400
bomb,medium,251.499190,79.054187,95.535851
bomb,medium,252.258755,127.297388,125.145664
bomb,medium,251.747781,82.601533,128.697176
bomb,large,251.231757,100.994694,168.576459
bomb,large,250.449808,113.322275,121.163620
bomb,large,251.098666,149.842242,178.814402
bomb,large,250.284203,113.161546,103.080773
bomb,large,249.374621,106.396380,148.676673
bomb,medium,252.313340,95.378624,146.792011
bomb,medium,252.926969,110.655549,114.825824
bomb,medium,252.628304,107.406721,119.747040
bomb,medium,252.804131,86.678618,119.662250
bomb,medium,252.113127,91.157572,118.374871
bomb,medium,252.532755,110.183684,111.520259
bomb,medium,252.978648,119.728995,126.224658
bomb,medium,253.120573,118.531966,100.548251
bomb,medium,252.892633,100.406552,106.853168
bomb,medium,253.013054,78.912510,88.918844
bomb,medium,252.146191,106.147171,115.516055
bomb,medium,252.445355,120.065397,106.480698
bomb,medium,252.391658,147.627039,101.719555
bomb,medium,252.191516,113.176462,102.934270
bomb,medium,251.899446,94.246809,74.007801
bomb,medium,252.177949,122.027523,116.132611
bomb,medium,251.830436,117.325091,150.958344
bomb,medium,251.856223,127.166704,148.237575
bomb,medium,251.543305,104.166926,111.198861
bomb,medium,251.106576,112.901242,148.891338
bomb,large,249.488608,73.983309,155.887276
bomb,large,248.832303,93.615303,118.053135
bomb,large,248.953147,61.695556,178.700000
bomb,large,249.277652,115.289076,71.489356
bomb,large,248.117022,129.721683,122.513937
bomb,medium,250.613788,136.139997,156.972143
bomb,medium,251.562516,123.195092,154.531243
bomb,medium,251.001939,118.909851,169.747183
bomb,medium,250.742504,118.632440,148.923871
bomb,medium,251.765483,111.840046,168.993021
bomb,medium,250.047591,119.883200,157.754296
bomb,medium,250.390521,115.272263,152.854824
bomb,medium,250.646931,136.071225,142.855358
bomb,medium,251.111992,104.177694,153.850195
bomb,medium,250.988930,120.246260,151.976237
bomb,small,252.999050,112.468217,154.276677
bomb,small,252.704246,117.393279,163.035918
bomb,small,252.617385,117.959410,167.895045
bomb,small,252.717057,117.602926,167.368057
bomb,small,252.565776,118.412115,169.274335
bomb,large,249.906825,108.552340,173.540133
bomb,large,249.493980,136.292866,172.994022
bomb,large,249.654169,125.244456,176.579881
bomb,large,248.944341,111.413100,149.200642
bomb,large,250.091317,109.011647,134.497088
bomb,medium,251.932727,112.481523,162.993425
bomb,medium,251.460484,119.535254,170.895165
bomb,medium,250.909988,119.446258,160.593085
bomb,medium,251.183673,131.734921,171.565754
bomb,medium,251.499190,113.209260,166.558554
bomb,medium,251.660836,110.798958,154.144734
bomb,medium,251.004604,127.608927,157.369687
bomb,medium,251.462141,123.820297,161.852585
bomb,medium,250.652557,117.717230,162.484249
bomb,medium,251.645416,120.716530,169.577772
bomb,medium,250.895968,124.742493,146.444406
bomb,medium,251.284153,116.958377,162.652239
bomb,medium,251.598108,114.862963,120.882176
bomb,medium,251.205089,116.178964,116.552490
bomb,medium,251.217040,96.605952,143.796429
bomb,small,253.607892,114.282873,136.536932
bomb,small,253.172182,101.205716,142.601229
bomb,small,253.507640,119.152170,153.777492
bomb,small,253.068964,110.758530,157.839239
bomb,small,252.715541,98.461810,162.017814
bomb,medium,251.723878,119.458711,157.465107
bomb,medium,251.156582,110.485238,145.839841
bomb,medium,251.471828,128.680431,169.173830
bomb,medium,251.722719,110.302730,148.802270
bomb,medium,251.014947,115.507148,156.539052
bomb,medium,251.073668,136.802395,138.183992
bomb,medium,250.853797,128.350532,60.628993
bomb,medium,251.166541,133.117687,143.550225
bomb,medium,251.289447,123.569887,126.500166
bomb,medium,250.265139,124.580473,143.834113
bomb,medium,249.645387,141.394470,94.248858
bomb,medium,249.410519,110.564672,123.603628
bomb,medium,250.019733,119.819513,113.022288
bomb,medium,249.434643,108.657466,131.547089
bomb,medium,248.690748,113.723992,130.886510
bomb,large,246.390779,109.761859,135.607303
bomb,large,248.232666,118.676519,141.198867
bomb,large,246.785570,112.842147,148.926606
bomb,large,247.569254,123.941182,137.161182
bomb,large,247.589810,105.978975,142.787887
bomb,medium,250.603009,111.828791,139.743915
bomb,medium,250.194336,117.838790,131.270480
bomb,medium,250.694950,129.321610,136.755806
bomb,medium,250.303530,126.909566,129.101600
bomb,medium,249.718821,138.817421,135.309521
bomb,medium,250.047425,120.119167,115.830018
bomb,medium,250.673447,111.487752,129.524043
bomb,medium,250.459890,120.692618,139.254560
bomb,medium,249.731670,112.925069,135.542012
bomb,medium,250.551999,108.975420,133.059329
bomb,small,252.248368,103.747627,117.221711
bomb,small,251.997531,114.779837,119.416019
bomb,small,251.813357,93.519340,126.874908
bomb,small,252.055928,100.738765,127.830568
bomb,small,251.692724,110.794495,132.591437
bomb,medium,250.543533,129.121271,83.839602
bomb,medium,249.204935,124.297496,115.988965
bomb,medium,250.344245,123.135735,123.295358
bomb,medium,250.407587,130.624524,124.268217
bomb,medium,249.851600,132.673451,134.582763
bomb,large,248.272860,125.990949,125.866833
bomb,large,247.108126,89.751558,155.070904
bomb,large,247.082321,111.245420,134.515650
bomb,large,247.314303,90.076816,131.769254
bomb,large,248.051618,111.261250,125.430000
bomb,medium,250.166867,122.426194,128.032817
bomb,medium,248.596731,131.917812,146.488240
bomb,medium,249.318711,112.973315,118.577748
bomb,medium,250.726210,129.963641,151.459446
bomb,medium,250.342822,112.815266,124.279379
bomb,medium,250.361066,130.259692,95.331775
bomb,medium,250.044427,142.464740,123.670146
bomb,medium,249.124698,119.981487,148.597181
bomb,medium,249.354008,109.067749,144.272499
bomb,medium,248.896550,109.565595,123.666224
bomb,small,252.031015,102.131597,145.327989
bomb,small,251.380761,112.285590,104.925347
bomb,small,251.809074,119.632686,125.872862
bomb,small,250.993852,91.953580,112.035405
bomb,small,251.247269,107.603165,134.921274
bomb,medium,250.612348,109.593277,141.293157
bomb,medium,249.187802,104.776995,163.694566
bomb,medium,250.618365,106.612530,148.675463
bomb,medium,250.152689,117.000768,147.441614
bomb,medium,250.751142,110.364463,98.660606
bomb,medium,251.163784,107.057672,157.877472
bomb,medium,251.604550,117.474168,159.908906
bomb,medium,249.942319,112.075163,168.270235
bomb,medium,251.354958,118.299927,188.049356
bomb,medium,250.318547,107.277968,187.451741
bomb,medium,249.482967,102.089892,153.076183
bomb,medium,249.083727,109.052370,156.973107
bomb,medium,249.722981,104.534349,160.885120
bomb,medium,250.252342,108.405874,150.561576
bomb,medium,249.878235,110.154120,162.980252
bomb,medium,250.811176,126.226615,138.390994
bomb,medium,251.432962,105.274451,153.679767
bomb,medium,250.879883,130.135051,156.301408
bomb,medium,249.164604,104.932063,163.675608
bomb,medium,251.666102,113.799302,116.547993
bomb,medium,251.425034,117.953760,148.489483
bomb,medium,249.550951,100.736165,157.969194
bomb,medium,248.986496,107.782864,154.392793
bomb,medium,249.587665,107.369080,152.919876
bomb,medium,249.340215,118.341724,167.681922
bomb,medium,249.279551,117.795644,123.996767
bomb,medium,249.501589,120.715994,137.758595
bomb,medium,249.423374,108.098637,91.219727
bomb,medium,250.269404,99.721839,100.883333
bomb,medium,249.753086,93.955878,158.411824
bomb,large,251.746922,95.951754,133.605576
bomb,large,248.665889,107.114559,102.151835
bomb,large,248.819087,105.201441,165.942505
bomb,large,248.590095,118.676280,171.583851
bomb,large,249.016377,100.474441,56.586794
bomb,small,252.948246,111.410827,156.755422
bomb,small,252.686197,100.510136,140.229151
bomb,small,252.656092,102.202909,163.588612
bomb,small,252.579995,113.759811,176.342143
bomb,small,253.010126,97.773562,169.712077
bomb,large,248.949726,111.780011,170.226117
bomb,large,250.058440,103.212919,152.628881
bomb,large,249.555252,130.934897,164.511542
bomb,large,248.857899,119.872534,162.704019
bomb,large,249.079409,108.045551,172.467564
bomb,small,253.359090,109.370277,162.505656
bomb,small,253.296431,107.012354,163.700946
bomb,small,252.786672,113.225300,143.827514
bomb,small,252.572833,103.368774,160.778736
bomb,small,252.683680,77.704850,94.321981
bomb,medium,249.366472,112.623475,134.748693
bomb,medium,249.324862,115.718989,150.712001
bomb,medium,249.899914,97.968348,160.030097
bomb,medium,250.082892,105.820255,162.746323
bomb,medium,251.426078,106.253745,75.563670
bomb,medium,250.356607,126.929904,115.021360
bomb,medium,250.346186,113.232419,133.096184
bomb,medium,250.363793,113.612597,159.372885
bomb,medium,250.197860,109.884060,155.812029
bomb,medium,249.155282,121.019897,163.668154
bomb,large,244.621671,68.569919,138.999593
bomb,large,244.140609,122.631481,110.130556
bomb,large,245.254503,123.822956,164.669181
bomb,large,243.913600,120.812064,163.923445
bomb,large,244.462810,108.328883,143.366711
bomb,small,251.233313,111.896935,141.686721
bomb,small,251.963266,109.401626,151.990564
bomb,small,251.402733,122.690265,161.790829
bomb,small,251.119426,112.827322,149.723466
bomb,small,250.608065,107.374365,102.351700
bomb,small,253.028690,114.159316,136.924900
bomb,small,252.200213,108.416979,109.850811
bomb,small,251.564936,105.104821,151.290320
bomb,small,251.537635,110.280873,118.299699
bomb,small,251.899160,105.650134,143.501253
bomb,medium,249.447193,125.764697,154.423539
bomb,medium,249.560434,104.988944,154.852378
bomb,medium,248.440278,113.171307,162.060365
bomb,medium,248.992903,113.903059,149.783803
bomb,medium,248.252125,112.623762,166.387789
bomb,large,249.209566,119.697063,168.688123
bomb,large,248.574681,113.904925,174.517246
bomb,large,249.063592,101.681699,174.826037
bomb,large,248.945495,121.299359,174.594151
bomb,large,248.286531,117.206721,174.643035
bomb,medium,251.804928,120.464334,145.130059
bomb,medium,251.245446,121.626614,159.060571
bomb,medium,250.409490,106.499656,163.560288
bomb,medium,250.222482,98.567669,182.037594
bomb,medium,250.932023,113.354438,163.447777
bomb,medium,250.335366,116.742724,150.554965
bomb,medium,250.867246,124.342286,155.629441
bomb,medium,250.361378,118.042681,115.143100
bomb,medium,250.130008,131.518382,123.583333
bomb,medium,250.768275,129.438095,120.085891
bomb,medium,251.386881,149.272704,106.987100
bomb,medium,251.397894,135.128408,162.918113
bomb,medium,250.455607,117.486608,165.694010
bomb,medium,250.312184,116.746676,165.963886
bomb,medium,251.143561,124.851488,156.451580
bomb,medium,251.813566,113.059326,144.897781
bomb,medium,251.813357,130.350427,87.234857
bomb,medium,250.983844,103.532363,151.794538
bomb,medium,250.836665,89.755363,153.604744
bomb,medium,251.355169,91.392422,139.399933
bomb,medium,249.681682,125.752609,160.414192
bomb,medium,249.380448,148.081720,145.902366
bomb,medium,249.474772,129.565840,169.464718
bomb,medium,248.454704,121.655063,43.104958
bomb,medium,248.592341,142.616319,53.452257
bomb,medium,251.066948,113.541003,161.427388
bomb,medium,250.011131,131.994373,155.326713
bomb,medium,250.025149,120.601217,159.226314
bomb,medium,249.702369,118.165854,155.800563
bomb,medium,249.153537,108.520982,155.189001
bomb,small,253.024540,110.046930,126.001206
bomb,small,253.494738,104.214599,126.930869
bomb,small,253.531728,99.600000,127.500379
bomb,small,253.363820,113.417969,129.312500
bomb,small,253.344212,98.663809,128.397771
bomb,large,248.618388,126.193918,149.417473
bomb,large,248.009826,115.940447,164.803485
bomb,large,247.611313,154.283376,128.969826
bomb,large,248.856957,134.934518,80.439975
bomb,large,248.078596,149.512261,114.524129
bomb,medium,249.582093,119.289803,150.952641
bomb,medium,249.515479,127.107038,154.503143
bomb,medium,250.544424,114.350376,160.736418
bomb,medium,250.053972,129.862192,110.238495
bomb,medium,249.455114,100.470605,144.250727
bomb,large,249.318167,148.792954,122.869724
bomb,large,248.802321,85.943978,167.234198
bomb,large,249.358366,107.362837,105.179367
bomb,large,248.845049,82.823196,144.905784
bomb,large,249.329879,89.997669,187.770163
bomb,medium,251.762633,101.475210,120.093313
bomb,medium,251.924965,98.965141,132.859438
bomb,medium,251.534954,113.138813,140.107240
bomb,medium,251.519121,111.542631,153.052152
bomb,medium,250.957296,137.217804,129.551366
bomb,medium,251.497792,108.198333,53.393333
bomb,medium,252.144303,101.480495,131.178037
bomb,medium,251.916363,110.718121,121.944444
bomb,medium,251.800769,111.532575,156.582563
bomb,medium,251.204085,108.271031,141.739324
bomb,small,253.691458,119.247483,143.475358
bomb,small,253.209655,108.936584,148.319062
bomb,small,252.751361,102.440784,149.757752
bomb,small,252.926934,118.547406,161.165805
bomb,small,252.823821,107.376068,143.589364
bomb,medium,251.088277,121.891528,127.079038
bomb,medium,251.188399,117.268611,149.527738
bomb,medium,251.540865,112.929283,138.329283
bomb,medium,251.821639,84.932437,153.649355
bomb,medium,250.474267,90.666172,172.318497
bomb,medium,252.235772,118.405165,161.916061
bomb,medium,251.976574,129.131860,165.896707
bomb,medium,252.067774,106.558840,137.385202
bomb,medium,251.804544,122.373767,170.654832
bomb,medium,252.060908,115.947172,130.318036
bomb,medium,250.887785,125.202705,124.313816
bomb,medium,250.988094,133.102475,151.820627
bomb,medium,250.983101,120.310463,120.194111
bomb,medium,250.960303,120.264679,99.951220
bomb,medium,250.720419,120.868213,168.011412
bomb,medium,252.489296,133.117829,113.992913
bomb,medium,252.044645,130.445509,134.093195
bomb,medium,252.374402,130.198511,83.879239
bomb,medium,251.361374,115.132555,124.743866
bomb,medium,251.950769,136.655047,154.010076
bomb,large,248.177229,137.607752,168.828829
bomb,large,248.536768,127.213745,165.650268
bomb,large,245.059378,149.477587,181.445400
bomb,large,247.901974,93.084271,122.307088
bomb,large,244.201258,112.825209,179.552294
bomb,medium,251.231757,148.544614,166.885344
bomb,medium,249.387523,115.399209,113.921068
bomb,medium,249.112275,136.927207,146.755856
bomb,medium,249.147541,145.447853,147.482089
bomb,medium,248.574150,110.372405,85.544567
bomb,medium,251.173336,115.203113,178.806276
bomb,medium,250.068333,123.580581,126.540398
bomb,medium,247.465088,121.155967,178.460288
bomb,medium,249.817073,131.207039,111.224786
bomb,medium,249.349811,105.404607,59.206504
bomb,small,254.146092,117.104913,158.988621
bomb,small,253.821595,113.357766,137.308901
bomb,small,253.596505,117.036115,144.362018
bomb,small,253.393802,127.282915,137.576865
bomb,small,253.655749,121.409886,124.306649
bomb,medium,251.071213,108.888250,112.602301
bomb,medium,251.783040,109.990146,143.983390
bomb,medium,251.825941,90.454516,57.173399
bomb,medium,250.763920,126.022976,82.035348
bomb,medium,250.582228,122.955668,136.795647
bomb,large,247.028573,119.329476,150.549086
bomb,large,248.443383,132.818713,56.831579
bomb,large,244.482233,153.470884,164.951138
bomb,large,245.784277,129.627758,150.525552
bomb,large,247.866799,144.542534,72.690033
bomb,medium,251.924473,130.191542,75.641169
bomb,medium,252.092694,98.619784,164.281166
bomb,medium,252.023882,98.442569,127.714664
bomb,medium,250.388688,126.258427,126.466292
bomb,medium,250.975921,102.239151,68.608807
bomb,medium,251.361287,91.392482,161.319138
bomb,medium,251.440725,109.987742,55.574140
bomb,medium,251.284153,115.020332,141.084270
bomb,medium,250.489796,138.077657,116.789169
bomb,medium,251.096124,116.590313,95.638412
bomb,medium,252.336315,117.454041,158.157854
bomb,medium,251.408875,94.927041,80.068348
bomb,medium,251.562516,85.133191,83.132301
bomb,medium,251.089443,109.766234,128.749536
bomb,medium,250.318803,122.614630,120.013453
bomb,small,254.124806,113.923000,143.294206
bomb,small,254.002226,134.634142,150.488240
bomb,small,253.271099,135.511111,162.339339
bomb,small,253.788518,126.950089,166.963904
bomb,small,253.432404,118.284738,157.709694
bomb,medium,250.437401,99.446281,151.864635
bomb,medium,249.563853,112.633308,96.613549
bomb,medium,249.821512,93.054082,143.741991
bomb,medium,249.719137,97.036018,146.253579
bomb,medium,249.129478,88.889644,169.042050
bomb,medium,250.435612,101.610202,130.519180
bomb,medium,250.685871,90.027119,132.390687
bomb,medium,249.826803,85.062939,124.180721
bomb,medium,248.346517,84.595363,140.884612
bomb,medium,247.859094,90.328580,128.289456
bomb,large,245.394592,106.780303,110.113191
bomb,large,246.934744,101.625311,121.156027
bomb,large,246.888788,91.849849,163.801001
bomb,large,246.771042,109.515568,110.083639
bomb,large,248.189835,83.833685,145.485075
bomb,small,253.084727,109.037306,132.067703
bomb,small,252.987250,102.744339,126.673002
bomb,small,252.858403,100.639884,122.286487
bomb,small,252.752007,83.591476,126.610243
bomb,small,252.677596,94.875928,125.661324
bomb,small,253.292183,107.291205,130.736374
bomb,small,253.262497,99.375537,136.815162
bomb,small,253.410961,124.690785,111.258503
bomb,small,253.617932,106.413063,123.630907
bomb,small,253.632362,100.294753,112.696759
bomb,medium,249.999750,93.082572,133.762775
bomb,medium,250.028334,82.807898,134.597006
bomb,medium,250.154232,116.654239,145.582678
bomb,medium,249.110503,102.703639,91.225619
bomb,medium,249.774502,78.400402,144.987075
bomb,medium,251.040584,105.047117,128.575527
bomb,medium,251.393611,111.994929,139.750993
bomb,medium,250.862680,103.781666,124.053383
bomb,medium,250.989604,109.117020,135.355072
bomb,medium,251.370168,107.810145,139.861416
bomb,medium,252.687945,102.296173,122.402566
bomb,medium,252.840740,110.216414,129.145455
bomb,medium,252.161506,95.249355,132.781448
bomb,medium,251.320736,113.000557,87.193980
bomb,medium,252.038312,97.529629,130.048399
bomb,medium,252.099267,80.172381,138.309206
bomb,medium,252.404613,113.924399,144.763944
bomb,medium,251.977036,90.090998,141.385789
bomb,medium,252.270556,100.880685,130.011654
bomb,medium,251.481798,67.251847,127.254516
bomb,large,248.522399,99.259714,126.220051
bomb,large,246.345015,92.472199,141.377215
bomb,large,247.136054,100.814734,127.370532
bomb,large,246.125300,97.166261,116.378751
bomb,large,246.528438,89.686028,134.416945
bomb,medium,252.176146,105.190339,124.966769
bomb,medium,251.808667,102.599144,125.276846
bomb,medium,251.266950,94.261918,128.904652
bomb,medium,251.621500,101.810406,126.366719
bomb,medium,251.526630,100.239599,107.469954
bomb,medium,249.761845,104.974653,147.169016
bomb,medium,249.624681,111.959149,159.415518
bomb,medium,249.047764,106.998474,123.938215
bomb,medium,248.107765,94.878929,155.499312
bomb,medium,247.675895,100.219229,166.937363
bomb,medium,249.728223,105.426076,132.600482
bomb,medium,249.615462,101.370159,130.850370
bomb,medium,249.548511,115.316539,110.474300
bomb,medium,249.613244,93.280059,151.674324
bomb,medium,249.251953,111.263033,126.404423
bomb,medium,248.146543,98.761213,122.456635
bomb,medium,249.882640,111.941230,145.672092
bomb,medium,249.113956,94.348537,135.419095
bomb,medium,249.483245,105.051505,143.240075
bomb,medium,248.402651,103.029414,143.823377
bomb,large,245.666483,107.046302,127.723466
bomb,large,246.828577,124.539899,126.805009
bomb,large,247.082321,123.425380,70.255809
bomb,large,245.747825,102.842508,118.687133
bomb,large,245.654473,139.035844,67.445779
bomb,medium,250.030362,104.359063,135.830775
bomb,medium,249.641267,91.097517,146.214012
bomb,medium,249.555252,97.613188,118.622015
bomb,medium,249.164604,94.715001,148.034749
bomb,medium,249.252049,83.240805,154.685521
bomb,large,245.564403,106.783284,142.796814
bomb,large,246.200668,121.707324,135.676782
bomb,large,246.390923,115.170827,131.344817
bomb,large,246.396203,100.098254,131.341334
bomb,large,246.338292,122.087789,119.895322
bomb,medium,249.953578,98.433301,137.186595
bomb,medium,249.411929,98.832525,147.256547
bomb,medium,249.989628,107.732143,136.121684
bomb,medium,249.611741,114.594008,96.770317
bomb,medium,249.351471,124.621451,135.637224
bomb,medium,249.106027,104.224635,125.553265
bomb,medium,249.424884,105.900886,137.023338
bomb,medium,249.518927,97.374758,130.828692
bomb,medium,249.565311,103.242602,129.181011
bomb,medium,249.011580,112.533224,136.451906
bomb,small,251.168033,104.248079,147.044782
bomb,small,252.168856,112.300432,147.484343
bomb,small,251.524995,100.191973,153.524713
bomb,small,251.636386,102.436123,148.511013
bomb,small,251.529296,110.237635,144.789085
bomb,small,251.753338,101.864401,138.418263
bomb,small,251.899019,102.707257,127.519065
bomb,small,251.964131,101.883854,139.900296
bomb,small,251.677066,104.697987,139.959587
bomb,small,251.143626,114.992141,108.709234
bomb,medium,249.292573,103.057172,126.952838
bomb,medium,249.254200,102.104307,132.912931
